model_name,feature_set,MAE,RMSE,MAPE,n_train,n_test,training_scope,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.008453826696162537,0.0113308803708173,29.37466054010035,2634,30,all_except_final_test_window,2017-09-02,2024-12-01,2024-12-02,2024-12-31
