fold,model_name,feature_set,MAE,RMSE,MAPE,n_test
1,MLP,base,0.023452095988534802,0.028283144009966323,46.00119583181654,30
2,MLP,base,0.0428375232474024,0.05416007469148953,138.54449354967292,30
3,MLP,base,0.07832512795108446,0.08662859624286016,233.21226123162887,30
4,MLP,base,0.08881593735780714,0.10514584547583083,321.75529758013556,30
5,MLP,base,0.06464590638112429,0.07975749801032994,210.04299914513908,30
6,MLP,base,0.07156821656829268,0.08250791537588772,242.68961495292928,30
7,MLP,base,0.0789593160893276,0.09207646331356363,249.68820425107597,30
8,MLP,base,0.0674990386443466,0.08605347681083704,214.82872761883596,30
9,MLP,base,0.02541068888551351,0.032894503430530464,89.71018790159336,30
10,MLP,base,0.03473296260931026,0.04774487127907305,113.5898605935153,30
11,MLP,base,0.016939371961300836,0.019345273884139046,62.26920909465481,30
12,MLP,base,0.02281301667524982,0.03169121480571995,51.54573649453395,30
13,MLP,base,0.03332332242386869,0.04464070664250741,92.19011043624312,30
14,MLP,base,0.05416251951413123,0.08024371352041798,146.95643058721785,30
15,MLP,base,0.06451171708567266,0.09210704529579236,241.4021804139841,30
16,MLP,base,0.014955642420368065,0.019949124268367757,53.5994941272745,30
17,MLP,base,0.01633499525844702,0.021945510028894458,78.48001671202351,30
18,MLP,base,0.026991506647119287,0.03529632394807148,81.81346459773961,30
19,MLP,base,0.01171100492882148,0.013635619875270247,78.79418848012133,30
20,MLP,base,0.015968593579351032,0.020948238953369776,80.7465636268121,30
21,MLP,base,0.10918448968601484,0.14960448471934656,558.1557002762692,30
22,MLP,base,0.05840517437094974,0.07423595795930915,261.8227236663778,30
23,MLP,base,0.02690117770350434,0.0373767635277072,137.68068420021845,30
24,MLP,base,0.04891796077229235,0.06385229449859116,245.25882749225306,30
25,MLP,base,0.03261418793450009,0.03803805886550741,183.29884130049595,30
26,MLP,base,0.03423926479823747,0.044210595884432206,233.96292466457874,30
27,MLP,base,0.011308890180447723,0.021325837318821993,84.19863982917187,30
