fold,model_name,feature_set,MAE,MSE,RMSE,MAPE,R2,DA,n_test
16,LSTM,base,0.004520771985180098,3.61291471506725e-05,0.006010752627639279,29.140379240488016,-0.10913379962950209,56.666666666666664,30
17,LSTM,base,0.008581972916656525,0.0003067834277767545,0.017515234162772546,66.77775072665054,-0.022335926449280397,60.0,30
18,LSTM,base,0.005337539332463446,4.125193187630038e-05,0.006422766683937723,31.872501182609003,0.032851733522513915,66.66666666666666,30
19,LSTM,base,0.0091233088298953,0.00017948092862269576,0.01339704925058857,29.16649582662193,-0.02435526685359335,70.0,30
20,LSTM,base,0.004346148034448827,2.690735377471157e-05,0.00518722987486689,24.2406304249215,0.0005641385581408587,66.66666666666666,30
21,LSTM,base,0.007084548302208579,8.536477358875082e-05,0.009239305904057448,26.15826856362688,0.20924605654817507,63.33333333333333,30
22,LSTM,base,0.00753143975189583,9.806921109131474e-05,0.009902990007634803,27.419872815019165,0.048599164819945084,60.0,30
1,MLP,extended,0.011064443394393473,0.0003819925388873288,0.01954462941289317,38.015159785518385,-0.07396989739166382,63.33333333333333,30
2,MLP,extended,0.010483451664221675,0.00018222090435320024,0.013498922340438892,43.948067147113086,-0.21667058104102832,63.33333333333333,30
3,MLP,extended,0.041474336336367504,0.004553881555895847,0.06748245368905792,56.15645725010825,-0.13424341159913777,60.0,30
4,MLP,extended,0.01283872428601133,0.00036678627247125744,0.019151665005196217,58.799313741464765,-1.7709108291877915,56.666666666666664,30
5,MLP,extended,0.012008841609344394,0.00028647358368005365,0.016925530528761976,50.43145405309895,-1.1169295504890484,63.33333333333333,30
6,MLP,extended,0.011673816182604654,0.00020588479894208958,0.01434868631415746,30.254717384610874,0.05808740219574793,60.0,30
7,MLP,extended,0.027131651475390355,0.0013253026729964806,0.036404706742349684,45.980053450760764,-2.377848067948499,70.0,30
8,MLP,extended,0.1545221386333302,0.04080960514494223,0.2020138736447134,351.11796816218595,-138.85799701804956,56.666666666666664,30
9,MLP,extended,0.014557809985955187,0.0006743295971699521,0.025967856999951924,37.2700593484681,-0.44225200966735523,56.666666666666664,30
10,MLP,extended,0.01767137837636185,0.0005896674683051967,0.024283069581607607,47.58392710730303,-3.191183391676965,33.33333333333333,30
11,MLP,extended,0.010780355368247388,0.00018812379460442227,0.013715822782626723,30.711564827526388,-0.18454336015733186,66.66666666666666,30
12,MLP,extended,0.018774467016950267,0.0005681949572758318,0.02383684033750765,58.65688142737725,-0.3225236946048007,56.666666666666664,30
13,MLP,extended,0.00923791000162643,0.0001249121167160547,0.011176408936507948,37.62550325418774,-1.208241367161302,60.0,30
14,MLP,extended,0.006233613490026901,6.755220809182309e-05,0.00821901503173118,37.06539583131122,-0.2652378214085369,60.0,30
15,MLP,extended,0.017207155013104956,0.0004271939523149115,0.02066867079216541,73.08640344090753,-1.9607818792165514,50.0,30
16,MLP,extended,0.01582855022748942,0.0003544050653558872,0.018825649135046772,104.44677487080747,-9.879931239639031,43.333333333333336,30
17,MLP,extended,0.010427955736213418,0.00041695197200659017,0.020419401852321488,60.087489343218934,-0.3894654730059399,53.333333333333336,30
18,MLP,extended,0.01890980635677135,0.0004016182621665014,0.02004041571840518,93.42812126597782,-8.415908258667175,50.0,30
19,MLP,extended,0.040325659019345435,0.002671716783872065,0.051688652370438765,172.41092611081402,-14.248345214737322,56.666666666666664,30
20,MLP,extended,0.010153590340235583,0.00012662918995784547,0.011252963607772197,48.371036598502464,-3.703463395502954,53.333333333333336,30
21,MLP,extended,0.018369504127380712,0.0004491044240038092,0.021192083993883403,61.08182860050755,-3.160159740053138,56.666666666666664,30
22,MLP,extended,0.013271708453699143,0.0003408972052097034,0.01846340177783345,57.92432558757873,-2.3071530008033463,60.0,30
1,LSTM,extended,0.008193712507400785,0.0003334391448739318,0.018260316121960534,21.402732513802373,0.06253769968987355,53.333333333333336,30
2,LSTM,extended,0.007814249049481263,0.0001428434580966869,0.011951713605031158,28.806967892782055,0.04624865200130601,66.66666666666666,30
3,LSTM,extended,0.027420510699321773,0.003808331327563203,0.06171167902077534,25.02491135932144,0.05145211519990722,63.33333333333333,30
4,LSTM,extended,0.008990405992112914,0.00015373661608802372,0.012399057064471626,43.04516020185399,-0.16141329797006776,66.66666666666666,30
5,LSTM,extended,0.013114552531069848,0.00022042108217236458,0.014846584865630364,68.40362904973725,-0.6288269808590472,56.666666666666664,30
6,LSTM,extended,0.010355513270386781,0.00025163323497843343,0.01586295164773673,22.15131198683965,-0.15120939122412347,60.0,30
7,LSTM,extended,0.01370178347826694,0.000357845017771969,0.018916791952441857,27.14936377596862,0.08794713348529426,46.666666666666664,30
8,LSTM,extended,0.012078039373788225,0.00028255565643407694,0.01680939191149034,20.213189789119774,0.03165766944726667,66.66666666666666,30
9,LSTM,extended,0.008453292842823869,0.0005327713460604406,0.02308184017925002,15.334822897576183,-0.13948808976153249,70.0,30
10,LSTM,extended,0.007803094314824429,0.0001636362521425389,0.012792038623399279,18.5640254866434,-0.16307847917617457,70.0,30
11,LSTM,extended,0.010611100639251143,0.00019194323851420047,0.0138543581054555,26.70410324823503,-0.20859293311185678,56.666666666666664,30
12,LSTM,extended,0.012694217427581396,0.00034780573627888483,0.018649550565064156,31.10297852145533,0.1904515845166247,56.666666666666664,30
13,LSTM,extended,0.005334692542950718,5.624083620508088e-05,0.007499389055455176,19.574366060961943,0.005754251093878837,73.33333333333333,30
14,LSTM,extended,0.01144963426613389,0.00016189485245212028,0.012723790805106798,95.27331871574015,-2.032254550959255,40.0,30
15,LSTM,extended,0.007458137943161343,0.00013010386356760768,0.0114063080603501,27.7288618964306,0.09828039563848179,83.33333333333334,30
16,LSTM,extended,0.007929708970741942,8.056767381934108e-05,0.008975949744697832,54.311279607750386,-1.4733584166238143,50.0,30
17,LSTM,extended,0.008257035806938902,0.0002929992143417969,0.01711721981928715,65.38736562614977,0.023599073086146838,63.33333333333333,30
18,LSTM,extended,0.005785196047490203,5.047371987843451e-05,0.007104485898250098,36.528116360378306,-0.18335235376317405,63.33333333333333,30
19,LSTM,extended,0.008717652962264148,0.00017778438782102514,0.013333581207651046,27.394708561101883,-0.014672563967223606,76.66666666666667,30
20,LSTM,extended,0.014701845214789934,0.0002451329856178701,0.015656723335930482,82.29135616361305,-8.10512043287828,50.0,30
21,LSTM,extended,0.01066141321296365,0.00019059808652880573,0.0138057265846027,43.512922275391006,-0.7655548325250447,63.33333333333333,30
22,LSTM,extended,0.00700209003315431,9.851771092308594e-05,0.00992560884394937,23.75427088374632,0.04424812426627023,73.33333333333333,30
