fold,model_name,feature_set,MAE,MSE,RMSE,MAPE,R2,DA,n_test
1,MLP,base,0.021217993659476332,0.0006683762570466501,0.025852973853053154,87.87862304171199,-0.8791361273449891,50.0,30
2,MLP,base,0.012754366103153537,0.000266529238223473,0.016325723206751762,51.88954274254669,-0.7795888143833618,50.0,30
3,MLP,base,0.05314204320106494,0.005777309918551176,0.0760086173966556,73.15721954286035,-0.4389648987244972,63.33333333333333,30
4,MLP,base,0.07019716262944348,0.0074117204065882415,0.08609134919716523,362.4820696821402,-54.99232544652243,53.333333333333336,30
5,MLP,base,0.013855728359189813,0.0003252708226525085,0.018035266082110032,62.37172932112672,-1.4036262176061904,53.333333333333336,30
6,MLP,base,0.01665316105561172,0.00044935998219285583,0.021198112703560566,52.568169887397296,-1.0557993127778098,66.66666666666666,30
7,MLP,base,0.026703985796767468,0.001193109092490105,0.034541411269519734,62.35573149803019,-2.0409213872687864,56.666666666666664,30
8,MLP,base,0.01811805916896385,0.0005484793973735493,0.023419637003453946,36.925811269989126,-0.8796856683588494,66.66666666666666,30
9,MLP,base,0.04031137496102138,0.0024215952039480437,0.049209706399734224,144.47983550428162,-4.1792929809881425,56.666666666666664,30
10,MLP,base,0.025368431536872387,0.001017036445855763,0.03189100885603594,73.30167711738677,-6.2287967197041265,46.666666666666664,30
11,MLP,base,0.021768029637257078,0.0007436627431907456,0.027270180475947453,71.47204412799961,-3.6825589846053264,53.333333333333336,30
12,MLP,base,0.016571561719485137,0.00038804057151160733,0.019698745429889877,45.615335839359155,0.0968014697762295,60.0,30
13,MLP,base,0.018723113236628692,0.00047591288044842916,0.02181542757885871,74.5942551756449,-7.413359227272133,46.666666666666664,30
14,MLP,base,0.013439992441996786,0.00023373263727547176,0.015288317019066282,79.51351493445706,-3.377760270641489,46.666666666666664,30
15,MLP,base,0.08690569497534203,0.009451632437922403,0.0972195064682104,403.10535746037067,-64.50706511544216,50.0,30
16,MLP,base,0.014191362922829303,0.0003394740984016718,0.018424822886575376,91.85133263148911,-9.421563372802648,46.666666666666664,30
