model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.007995858469354753,0.011074903367484358,27.549519874480456,30,2022-11-28,2024-12-01,2024-12-02,2024-12-31
