model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.004645499678255478,0.005792227577605946,45.38979140654679,30,2024-08-23,2025-08-24,2025-08-25,2025-09-23
