model_name,feature_set,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_MAPE,std_MAPE,n_folds
LSTM,base,0.007698720454281483,0.003784145436501334,0.01120608351390981,0.006052777517500163,30.59073221585776,13.025143156061427,21
LSTM,extended,0.008566091547412011,0.004690626427978885,0.011795534406245482,0.006656784718631727,34.401269469218406,15.337849271098397,21
