model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.004297852568708451,0.005054080841106327,40.517983765724146,30,2023-08-22,2025-08-24,2025-08-25,2025-09-23
