model_name,feature_set,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_MAPE,std_MAPE,n_folds
LSTM,base,0.009745974829142467,0.00948693083160299,0.013677803490880946,0.012192965480395215,54.18013586848962,106.52260149677674,21
LSTM,extended,0.009385947461937992,0.004272411414174426,0.012607611569146944,0.0058293121871256124,42.532525824840036,28.567495446604504,21
