model_name,feature_set,mean_MAE,std_MAE,median_MAE,mean_MSE,std_MSE,median_MSE,mean_RMSE,std_RMSE,median_RMSE,mean_MAPE,std_MAPE,median_MAPE,mean_R2,std_R2,median_R2,mean_DA,std_DA,median_DA,n_folds
LSTM,extended,0.013908631836419511,0.013905668259327271,0.008344940203743541,0.0007655537258360342,0.0012648168489360065,0.00018011580102880026,0.02163038565065633,0.018095528637868154,0.01342072282065315,37.38886576784471,29.282276718767456,27.60774363701265,-0.5158854378042529,1.8017415534273007,0.0013385997161731167,65.45454545454545,12.226812728383038,66.66666666666666,11
