model_name,feature_set,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_MAPE,std_MAPE,n_folds
LSTM,base,0.0077512451997458435,0.003300961126802868,0.01121234644943473,0.0056475925826941385,31.577121557765903,14.707808476223342,21
LSTM,extended,0.008855260027468566,0.004338166264327865,0.011959359814483967,0.005536479157123433,37.82758462964098,23.109276852360598,21
MLP,base,0.020374142648441684,0.016518920266214702,0.02626116207697133,0.023323668989519333,88.18136206199854,91.32553419100772,21
MLP,extended,0.015899332878371777,0.010511326983775757,0.020522458789235663,0.013215983288622881,62.49159348200632,52.03092028497815,21
