fold,model_name,feature_set,MAE,RMSE,MAPE,n_test
1,LSTM,base,0.00803478353041325,0.018618227892235634,21.937688475125995,30
2,LSTM,base,0.007088133552003523,0.009710961952851458,24.519376937748824,30
3,LSTM,base,0.008953585264260554,0.011095067502110915,24.33348787527612,30
4,LSTM,base,0.0041216790840292224,0.004705382351932324,36.05733749720556,30
5,LSTM,base,0.0045231920498327634,0.0059481029202988,26.18770269276353,30
6,LSTM,base,0.021804025463395393,0.031371620945384864,27.099860806536487,30
7,LSTM,base,0.009879731685928959,0.018188519545376394,20.886522131056264,30
8,LSTM,base,0.007842462232219226,0.012118156610611002,21.071741222807233,30
9,LSTM,base,0.006533087126196755,0.00814243937930991,20.081356849969918,30
10,LSTM,base,0.007957488504375047,0.012648425258018625,19.37969157951134,30
11,LSTM,base,0.005396600087136093,0.006442611156473685,24.62699920980497,30
12,LSTM,base,0.007462229640603671,0.011061167536287159,18.180935344868203,30
13,LSTM,base,0.006573510809965471,0.008310440338901732,43.52818463009305,30
14,LSTM,base,0.010312957459516237,0.012182610062071771,85.57651727049347,30
15,LSTM,base,0.005059301857888047,0.006007893820895418,32.35515718301252,30
16,LSTM,base,0.005375301892470507,0.006976058954559032,37.95377853732865,30
17,LSTM,base,0.006451179596167001,0.010683548709511749,44.49659496399208,30
18,LSTM,base,0.008847269736988954,0.013247641933211285,33.888264804829845,30
19,LSTM,base,0.0076534179736863885,0.011440812749257338,26.022725716619966,30
20,LSTM,base,0.00601555208696086,0.009001516893152452,25.818276248641947,30
21,LSTM,base,0.005245478012045571,0.006766463076731728,36.186380671548896,30
1,LSTM,extended,0.008276411078205015,0.01845317699522127,21.318629550912995,30
2,LSTM,extended,0.007216623585588141,0.009749809073498324,24.989639129396135,30
3,LSTM,extended,0.008659970188308984,0.01201849385187125,21.02085207749567,30
4,LSTM,extended,0.007703104800332366,0.008465155026927509,67.36768754301609,30
5,LSTM,extended,0.007106835437425952,0.008301318727684363,48.16740479716612,30
6,LSTM,extended,0.026585550334483826,0.03600183948894713,33.517979379413774,30
7,LSTM,extended,0.013009457452365784,0.016912650066134537,37.227682100212235,30
8,LSTM,extended,0.007845940430554605,0.012554366962603137,20.76221325346944,30
9,LSTM,extended,0.007043168517620011,0.00853903965630122,23.078373293396677,30
10,LSTM,extended,0.008973727563109723,0.014192335106520699,20.215613414636945,30
11,LSTM,extended,0.005759500415134349,0.006689596308991361,22.565255416392336,30
12,LSTM,extended,0.007203613434422248,0.011115039267639048,16.930921555102742,30
13,LSTM,extended,0.0062864494621846624,0.007898818142762975,41.93784309693827,30
14,LSTM,extended,0.009197433282545834,0.011190538025268267,76.02600671272116,30
15,LSTM,extended,0.0047482798178473335,0.005408228326055134,29.187126710246957,30
16,LSTM,extended,0.004940780624338022,0.006503396901298801,33.908386321851935,30
17,LSTM,extended,0.006933265703375059,0.011077921623159098,47.25706591910893,30
18,LSTM,extended,0.008260077110138538,0.012070225047503127,32.396549596899966,30
19,LSTM,extended,0.008152098259342083,0.011828657401666418,27.139821751492754,30
20,LSTM,extended,0.008716679314217693,0.010029907786553955,43.62878187665913,30
21,LSTM,extended,0.0051295839711512125,0.006244002850708939,29.593905668063304,30
