fold,model_name,feature_set,MAE,MSE,RMSE,MAPE,R2,DA,n_test
1,MLP,base,0.022148990598705835,0.0008302477957990904,0.0288140208197171,91.77207952446156,-1.3342370577740668,50.0,30
2,MLP,base,0.013837445378038568,0.0003383474825927108,0.018394224163924687,57.479323150777475,-1.2591119811474747,50.0,30
3,MLP,base,0.05662408139238799,0.006536577204610015,0.08084910144590363,76.77390948197015,-0.6280769575877805,66.66666666666666,30
4,MLP,base,0.10356701835770221,0.018502872201189145,0.1360252630991359,492.3374098851808,-138.7811554067101,53.333333333333336,30
5,MLP,base,0.01220041369057308,0.0002954896787707017,0.017189813226754436,55.98400795724958,-1.1835550238825352,43.333333333333336,30
6,MLP,base,0.014631638475169514,0.00030781742288130067,0.017544726355269855,45.76129541298706,-0.4082492244465714,53.333333333333336,30
7,MLP,base,0.029386792585691175,0.0013977020697815363,0.03738585387257507,66.88061386204559,-2.5623750952713262,56.666666666666664,30
8,MLP,base,0.019704792004971515,0.0006209505866776777,0.024918880124870733,44.04184100226311,-1.1280506143462645,63.33333333333333,30
9,MLP,base,0.039016994529425926,0.002164372801034708,0.04652282021798236,134.94124366414908,-3.6291472820744906,63.33333333333333,30
10,MLP,base,0.017140645723895065,0.0004888436597292684,0.022109809129191242,49.73648598013821,-2.4745573359720634,50.0,30
11,MLP,base,0.012925445554061965,0.0003190725364221178,0.017862601614045973,39.95459677362251,-1.0090773483605533,70.0,30
12,MLP,base,0.020115519481358358,0.0006051105238367062,0.024598994366370065,54.86149605395602,-0.40844791982247797,46.666666666666664,30
13,MLP,base,0.013519208876850724,0.0002656889316982187,0.016299967229973768,55.50459388218235,-3.696944581497851,46.666666666666664,30
14,MLP,base,0.014014139733594378,0.0002809816677928964,0.016762507801426862,85.26743739331938,-4.26272409527727,43.333333333333336,30
15,MLP,base,0.08584988605248792,0.010503572741380269,0.1024869393697571,408.8845160988326,-71.79781858144551,46.666666666666664,30
16,MLP,base,0.010539901226384141,0.0001977382360461859,0.014061942826159758,68.52976355343341,-5.070394082741562,53.333333333333336,30
17,MLP,base,0.012020923936894905,0.00044418164421045124,0.02107561729132628,62.360899536644,-0.4802065940670883,56.666666666666664,30
18,MLP,base,0.10003879532787412,0.012248464396147851,0.11067278073739654,582.1199902487115,-286.1642749548728,50.0,30
19,MLP,base,0.024697359349695892,0.00101286374154144,0.03182552028705014,117.20389547254693,-4.7807384673950954,63.33333333333333,30
20,MLP,base,0.022559635381154484,0.0006294272800559823,0.025088389347584318,115.03293878917769,-22.379192213579177,53.333333333333336,30
21,MLP,base,0.015823974099065108,0.0003396649652167924,0.018430001769310613,63.91551959869965,-2.1463963342954373,50.0,30
22,MLP,base,0.010655703771685869,0.00018492865346255447,0.013598847504937853,47.91147124155114,-0.7940521127387663,66.66666666666666,30
1,LSTM,base,0.00843638865591225,0.00032373379836452714,0.017992603990654804,26.447612527248683,0.08982422739331186,63.33333333333333,30
2,LSTM,base,0.008497489456014829,0.00013770308830742271,0.011734695918830735,36.318207335359745,0.08057038210394751,66.66666666666666,30
3,LSTM,base,0.03168438193002929,0.0042926730760680125,0.06551849415293373,29.035497184010765,-0.06918374905368463,70.0,30
4,LSTM,base,0.007592284908747807,0.00013631684502448584,0.01167548050507926,34.54565258897551,-0.029814500783044595,76.66666666666667,30
5,LSTM,base,0.006839625002948048,9.55454813328875e-05,0.009774736893281961,27.468560010456333,0.2939556581412909,60.0,30
6,LSTM,base,0.01022348903948387,0.0002152654425269214,0.014671927021591997,24.440288006190777,0.015171429703043304,66.66666666666666,30
7,LSTM,base,0.014382806897726256,0.0005442902765331104,0.023330029501333907,23.45062900682234,-0.3872528113398017,60.0,30
8,LSTM,base,0.0349868037115254,0.0022274070971014344,0.0471954139414142,61.206105369266474,-6.633514071944003,46.666666666666664,30
9,LSTM,base,0.010397466977208227,0.0004926819535368002,0.022196440109549104,25.238838528769374,-0.05374514272758857,60.0,30
10,LSTM,base,0.007380484522394918,0.00015625508606570618,0.012500203440972718,17.765421040442167,-0.11061531589306961,66.66666666666666,30
11,LSTM,base,0.010376469594723244,0.00016154422020270236,0.012710004728665618,28.769948917393968,-0.01718197751262407,66.66666666666666,30
12,LSTM,base,0.011987753559428502,0.0003174728457126359,0.017817767697235136,30.10265025293969,0.26105405288778327,73.33333333333333,30
13,LSTM,base,0.005911266275804761,5.617089467924075e-05,0.007494724456525453,23.469645214098385,0.006990702566345819,56.666666666666664,30
14,LSTM,base,0.01024485930232458,0.00013254175488284736,0.011512678006565082,84.98081484977546,-1.482477567064711,40.0,30
15,LSTM,base,0.00863390375057547,0.00014066073465311698,0.011860047835195143,36.93164639553863,0.025113178635934208,70.0,30
16,LSTM,base,0.005326099929356829,4.3000927141911565e-05,0.006557509217828944,36.58613036673338,-0.320091545742784,53.333333333333336,30
17,LSTM,base,0.009360625987045552,0.0003017991002284365,0.017372365993969748,79.35376085577523,-0.005725977343605582,60.0,30
18,LSTM,base,0.005208206532747356,3.902865299611812e-05,0.006247291652877919,32.01322353056828,0.08497633028835916,73.33333333333333,30
19,LSTM,base,0.008297563816815517,0.00015167515008911796,0.012315646555870217,26.95349182788635,0.13434123593591385,70.0,30
20,LSTM,base,0.003861461413226229,2.345922325159541e-05,0.004843472230909909,22.566405184459626,0.12864010353740274,70.0,30
21,LSTM,base,0.008437596914540876,0.00013007872971909008,0.011405206254999955,27.653074042877744,-0.20494981899804743,66.66666666666666,30
22,LSTM,base,0.007400394226283655,9.59905544654208e-05,0.009797476943857577,27.330016249512152,0.06876487868590697,63.33333333333333,30
1,MLP,extended,0.012385620507535928,0.0004055429175412276,0.020138096174694062,45.64721061051325,-0.14018165592531084,56.666666666666664,30
2,MLP,extended,0.01259269514332312,0.0002450518458791387,0.015654131910749273,53.0362500599158,-0.6361864340934602,60.0,30
3,MLP,extended,0.038405766942936695,0.004962458512088108,0.07044471954723155,53.82078459562839,-0.23600840372817355,63.33333333333333,30
4,MLP,extended,0.013320473936596265,0.00042110935797880244,0.020520949246533467,58.09620739776701,-2.181298123383886,70.0,30
5,MLP,extended,0.011538066881670216,0.00028799621468622447,0.01697045122223403,53.881112098201235,-1.1281812077275526,60.0,30
6,MLP,extended,0.01446825250159208,0.0003814376457984468,0.019530428715172816,34.30705700747379,-0.7450580407124192,70.0,30
7,MLP,extended,0.02803245217492166,0.001287110922383719,0.03587632816194711,48.694525590233624,-2.2805073369234816,66.66666666666666,30
8,MLP,extended,0.12997816732932443,0.03225872558262728,0.1796071423485917,284.72852247164815,-109.55340355088732,50.0,30
