fold,model_name,feature_set,MAE,RMSE,MAPE,n_test
1,MLP,base,0.021118956240700034,0.02949672579093192,29.819802875289763,30
2,MLP,base,0.047316213018349165,0.06342555875590403,126.24448344137247,30
3,MLP,base,0.16168084492559573,0.17679443461330208,475.62209137633744,30
4,MLP,base,0.0373331501816104,0.04552144492438637,124.41986385079642,30
5,MLP,base,0.015400842392130505,0.019936245260464624,44.71324690536322,30
6,MLP,base,0.026076063608702224,0.03421599607115064,67.3907236779451,30
7,MLP,base,0.13745999438601245,0.1666887003921271,455.58555848689065,30
8,MLP,base,0.01959073929330728,0.024858775575291737,82.01132905188665,30
9,MLP,base,0.057510369605162155,0.08533647854564007,299.8738082405873,30
10,MLP,base,0.037538980198142106,0.050821762872455836,168.62959403945638,30
11,MLP,base,0.014507313141765564,0.0174342216016884,138.56381780250132,30
12,MLP,base,0.013609988584875625,0.018023943385809114,91.1076624742448,30
13,MLP,base,0.015318430682275978,0.021520892206864265,80.67125114675358,30
14,MLP,base,0.020981355385075902,0.038047196350674356,81.98109326811928,30
15,MLP,base,0.04717304070450837,0.05529965343292848,191.54426196816175,30
16,MLP,base,0.00794329855203434,0.010238446995757466,43.269713531956754,30
17,MLP,base,0.01424430790933191,0.017653882746613857,70.76751219787413,30
18,MLP,base,0.016072307700736962,0.023187470918069997,86.10840705689937,30
19,MLP,base,0.00910840819541518,0.0110935532690019,54.79602347863057,30
1,LSTM,base,0.28656931319855244,0.305307999440186,504.7086787791487,30
2,LSTM,base,0.011516294715454177,0.020177928511513257,22.2491181139755,30
3,LSTM,base,0.007269376533126822,0.01155374300818099,18.168019945265634,30
4,LSTM,base,0.008766689344252695,0.011489947691946278,27.798393196152286,30
5,LSTM,base,0.009147995162706502,0.013360011478304325,24.01625527830406,30
6,LSTM,base,0.014213599619747445,0.02384543676409946,36.444908370783885,30
7,LSTM,base,0.006386207521334485,0.00957374711163839,18.146121968098782,30
8,LSTM,base,0.013023738734325439,0.016448892413670056,72.20219571120094,30
9,LSTM,base,0.0082169857173828,0.010047937398704613,41.10859414966614,30
10,LSTM,base,0.0056860919277589,0.008864280521931975,26.95270830529483,30
11,LSTM,base,0.006517208905410184,0.007494164110455049,75.51391988127307,30
12,LSTM,base,0.007336701439584598,0.014360763078389798,32.06080663733094,30
