model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.004548906552839784,0.0055302214761924215,43.60509230971872,30,2022-08-20,2025-08-24,2025-08-25,2025-09-23
