model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,extended,0.008005145870865812,0.011422679825031925,25.908658757759813,30,2022-12-03,2024-12-01,2024-12-02,2024-12-31
