model_name,feature_set,mean_MAE,std_MAE,median_MAE,mean_MSE,std_MSE,median_MSE,mean_RMSE,std_RMSE,median_RMSE,mean_MAPE,std_MAPE,median_MAPE,mean_R2,std_R2,median_R2,mean_DA,std_DA,median_DA,n_folds
LSTM,base,0.010025039924464439,0.005071179837182109,0.00937104131903477,0.00037544415873496794,0.0006779527895865151,0.00017209745203711942,0.015894363922315954,0.011207344325767428,0.013118591846578634,27.19495397337041,11.333755905749111,24.512280825165007,0.0676966574239716,0.20318587090067555,0.06880729946228548,64.88888888888889,8.24498623284466,66.66666666666666,45
LSTM,extended,0.03232721185485781,0.1076749735505968,0.009813916520935646,0.012752606038507563,0.07883185912575612,0.00020834599091325718,0.0377470903036193,0.1076346244292688,0.014434195194511442,83.44899160865184,244.78466481411098,31.39780025968128,-31.66487113009165,200.14362631430956,-0.03478948004324889,60.51851851851851,9.400074026023676,60.0,45
MLP,base,0.039872590852546685,0.04506484597916289,0.020085356437634865,0.004758651655962907,0.010883980991241052,0.0007590480313119859,0.048273393587419715,0.049834932239586495,0.027550826327208153,119.1543565054691,131.70415221810384,71.49003786678205,-22.121522128400088,54.58919266273645,-2.72721447801636,53.55555555555556,9.358192003574064,53.333333333333336,45
MLP,extended,0.025698427582646052,0.02778632541217773,0.014868651467934858,0.0021726809785854585,0.0045659841542982325,0.0003944554840749959,0.03318458054248853,0.0331031125549069,0.01986090340530853,66.43840860179405,59.0565639455463,45.19168049362424,-5.602362496933575,14.36464050849294,-1.2340904689567767,58.148148148148145,8.274200976271674,56.666666666666664,45
