model_name,feature_set,mean_MAE,std_MAE,median_MAE,mean_MSE,std_MSE,median_MSE,mean_RMSE,std_RMSE,median_RMSE,mean_MAPE,std_MAPE,median_MAPE,mean_R2,std_R2,median_R2,mean_DA,std_DA,median_DA,n_folds
LSTM,base,0.010477788461701498,0.005344831133586686,0.00953060206785992,0.00039921133420449525,0.0006847342476531247,0.00018019301487928947,0.01647273824832184,0.011435302492624885,0.013423599177541375,28.2459178404004,11.299096817594407,24.636159330751887,-0.004498497437973661,0.2682143650765535,0.017974145163954902,64.14814814814814,8.708394752735574,66.66666666666666,45
LSTM,extended,0.025265527198280936,0.07478669577413044,0.010148366085327227,0.0064410267293831406,0.0390676778587211,0.00021898191538880814,0.03077660960772538,0.07495789975495583,0.014798037551946142,66.04856441222157,169.0313013550963,31.28521838448724,-16.03150643746311,99.16458680412616,-0.09582200518845596,60.74074074074073,8.901506196714458,63.33333333333333,45
MLP,base,0.04155443358177561,0.04637962420584546,0.023162195006846836,0.005255046943065341,0.011473412560467461,0.0009263070205759454,0.050896074240655856,0.052203414562645434,0.03043529235239815,125.33043870756559,139.08786663534877,69.97064300666331,-24.306352096159547,59.92431959366262,-2.7376265534969324,53.7037037037037,9.326356218494638,53.333333333333336,45
MLP,extended,0.027953788532608013,0.03648561786918091,0.015383218486283433,0.003032972437801287,0.009639117330325709,0.00036053476017261786,0.03541036979119506,0.0426557351753401,0.018987752899503878,71.3512953659686,70.99800052078,54.11900657526887,-9.013823155291773,33.834812879481774,-1.4557335411427084,57.85185185185185,9.297429740284842,56.666666666666664,45
