model_name,feature_set,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_MAPE,std_MAPE,n_folds
LSTM,base,0.0130559712430756,0.011585698515324835,0.017561094701902737,0.013537713703168508,52.074487762003834,54.39284225098782,20
LSTM,extended,0.01927473217830177,0.0264732089850024,0.023112861640991026,0.027207048220490127,69.4239676885788,68.0109990594924,20
MLP,base,0.051256348233977,0.048308599276875024,0.064602605972919,0.0556664137034282,214.6735276091155,245.05634267683095,20
MLP,extended,0.02887127191260584,0.018793732124731663,0.03827770711374919,0.024762419966682207,123.23329530498181,81.49725311176702,20
