model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,extended,0.008352092425045627,0.011812619278419333,27.05145819434379,30,2022-11-28,2024-12-01,2024-12-02,2024-12-31
