model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.007436539451418021,0.010571780713991912,25.411014990226988,30,2023-12-01,2024-12-01,2024-12-02,2024-12-31
