fold,model_name,feature_set,MAE,MSE,RMSE,MAPE,R2,DA,n_test
19,MLP,base,0.024597617976439112,0.0010010543797615511,0.03163944341737938,115.48849087074508,-4.713338649318386,63.33333333333333,30
20,MLP,base,0.02099573069411571,0.0005414548170858884,0.023269181702111667,108.01655353625463,-19.11157864415004,53.333333333333336,30
21,MLP,base,0.014928714116577296,0.000298070492248546,0.017264718134060168,59.62545525993567,-1.7610969638092557,50.0,30
22,MLP,base,0.00983627346219446,0.00015789255829420904,0.012565530561588278,44.38209161337215,-0.5317662919706077,66.66666666666666,30
1,LSTM,base,0.007686482710615913,0.0003557675197077719,0.018861800542572065,19.106476662636265,-0.0002384019038148555,60.0,30
2,LSTM,base,0.008084918891781593,0.0001370141191503631,0.011705303035392254,32.87534889851357,0.0851705596061636,70.0,30
3,LSTM,base,0.027656049504174364,0.0038722768278776722,0.062227621100904,25.524330931820426,0.035525095240594884,66.66666666666666,30
4,LSTM,base,0.007216834665611613,0.00013734116867930525,0.011719264852340578,31.200656302710062,-0.037552820673287135,80.0,30
5,LSTM,base,0.006572450069294297,8.944658584811031e-05,0.009457620517239541,25.43558444869533,0.3390241489641256,63.33333333333333,30
6,LSTM,base,0.009889363338989232,0.00020944012227518875,0.014472046236631113,23.597196167440327,0.04182197680290256,60.0,30
7,LSTM,base,0.01245789580591757,0.0004682476246379816,0.021639030122396465,20.396245707660814,-0.19344008461762185,60.0,30
8,LSTM,base,0.010739520195005747,0.0002620057187841905,0.01618659070910828,18.207761510431222,0.1020840582435113,70.0,30
9,LSTM,base,0.009631019811412388,0.0005168954812121537,0.02273533552011392,21.461094676120045,-0.10553288732233357,60.0,30
10,LSTM,base,0.007535611573590728,0.0001579231352288366,0.012566747201596624,18.299478247099348,-0.1224713200391121,66.66666666666666,30
11,LSTM,base,0.011196973980524463,0.00017260035797980118,0.013137745544034607,31.23529165325085,-0.08679823536233244,60.0,30
12,LSTM,base,0.011914433367874297,0.0002868404885246622,0.016936365859435788,30.110764942277328,0.3323535561373804,63.33333333333333,30
13,LSTM,base,0.005645867080548591,5.579690635684566e-05,0.0074697326830915215,21.18649648851733,0.013602202763923987,60.0,30
14,LSTM,base,0.007870006248523555,7.861756309808111e-05,0.00886665456066047,64.106647211459,-0.47248945768665007,50.0,30
15,LSTM,base,0.007527910200037998,0.00012976950591016525,0.011391641932143287,29.036289234477014,0.10059775076012722,80.0,30
16,LSTM,base,0.004481137898082433,3.611234796649628e-05,0.0060093550374808345,28.649241418618654,-0.10861807909786747,60.0,30
17,LSTM,base,0.008643167325056508,0.0003089981958075777,0.01757834451271159,66.55479867836394,-0.029716497632902517,63.33333333333333,30
18,LSTM,base,0.005295326774193744,4.028932999027791e-05,0.006347387650859045,31.299650106723526,0.055419858287343415,66.66666666666666,30
19,LSTM,base,0.009089119748051034,0.00018316524357436532,0.013533855458603262,28.679875989185838,-0.04538283482112915,73.33333333333333,30
20,LSTM,base,0.004371228734375676,2.75362079823439e-05,0.005247495400888304,24.461957516076787,-0.0227937676852088,66.66666666666666,30
21,LSTM,base,0.007115650787718245,8.600706104974975e-05,0.009273999193969651,26.207194821725476,0.20329639697241886,63.33333333333333,30
22,LSTM,base,0.00788905905716157,0.00011227485655975278,0.010595983038857356,28.096734638994896,-0.08921435292477597,63.33333333333333,30
1,MLP,extended,0.01181122865074879,0.00038932487619827857,0.019731317143016038,43.2359778451208,-0.09458472293883124,60.0,30
2,MLP,extended,0.01264755212051636,0.0002462424520497262,0.015692114326939063,53.22373963150046,-0.6441359912888958,56.666666666666664,30
3,MLP,extended,0.03799186667666873,0.004910277640176086,0.07007337326100468,52.49326177413861,-0.22301162077472103,60.0,30
4,MLP,extended,0.013675467025747661,0.00043216252462777475,0.020788519058070845,59.874686532227685,-2.264799992082788,63.33333333333333,30
5,MLP,extended,0.010658823940494314,0.00025260281618142273,0.01589348345018872,48.77888922119792,-0.866637611893845,60.0,30
6,MLP,extended,0.01395940171900617,0.00036356300169454144,0.019067328121541872,32.88315517781443,-0.6632824431488924,70.0,30
7,MLP,extended,0.02994333764229021,0.0013929115799122612,0.03732173066609132,52.71917722023658,-2.550165396099082,63.33333333333333,30
8,MLP,extended,0.13589546650930948,0.03489839426974936,0.1868111192347751,298.3390230433173,-118.59977324892672,50.0,30
9,MLP,extended,0.015473548533304241,0.0005857414195177107,0.024202095353867827,45.175907717575974,-0.2527801582345717,60.0,30
10,MLP,extended,0.015891405368290014,0.0006086363329810087,0.024670555992539138,41.16907547212189,-3.3260085174664775,56.666666666666664,30
11,MLP,extended,0.008402076875013256,0.0001254796295698557,0.011201769037516159,23.856152857973846,0.209902913374042,73.33333333333333,30
12,MLP,extended,0.016664620879970834,0.00040034340654903174,0.020008583321890427,49.75500467381079,0.06816554008439102,60.0,30
13,MLP,extended,0.010175716914537843,0.00017227078697815517,0.013125196645313744,37.088133458629976,-2.045464988983736,56.666666666666664,30
14,MLP,extended,0.007091394512811029,8.405790487761018e-05,0.009168309815751766,44.54607256994084,-0.5743858482752859,56.666666666666664,30
15,MLP,extended,0.012609769916193744,0.00021734644073709305,0.014742674137926709,56.93076871945133,-0.506377606142288,56.666666666666664,30
16,MLP,extended,0.013652078751939252,0.00030045846207687733,0.017333737683398735,91.54891783841163,-8.223816833660313,50.0,30
17,MLP,extended,0.010009538235244836,0.0003913763093892161,0.01978323303682227,48.08321717788473,-0.3042362318895835,56.666666666666664,30
18,MLP,extended,0.0181416345791262,0.0003658536649406086,0.01912730155930545,90.18053222431757,-7.577410117246558,50.0,30
19,MLP,extended,0.035248831085345204,0.0025675935660319257,0.050671427511290085,171.77101088750914,-13.654080590552603,63.33333333333333,30
20,MLP,extended,0.010168504358136925,0.0001255741664816871,0.011205987974368305,49.62135674888159,-3.6642760303846966,50.0,30
21,MLP,extended,0.01743772699169036,0.00037668015998709655,0.019408249791959514,59.87454107809911,-2.48927677550957,53.333333333333336,30
22,MLP,extended,0.0160758796235566,0.0006272676656081105,0.025045312248165533,74.00378502026808,-5.085324581486843,53.333333333333336,30
1,LSTM,extended,0.008263437186805864,0.00033908098934704283,0.018414151876940812,21.440310473631598,0.04667568534913269,53.333333333333336,30
2,LSTM,extended,0.008198354719047408,0.00013708030573785074,0.011708129899255933,31.50545760059928,0.0847286384438165,66.66666666666666,30
3,LSTM,extended,0.026190427965752595,0.0037589814832249264,0.06131053321595667,23.760505008920553,0.06374376905982448,63.33333333333333,30
4,LSTM,extended,0.008802983826557352,0.00014873779634153077,0.012195810606168447,41.60822522281495,-0.12364938800857783,63.33333333333333,30
5,LSTM,extended,0.010735671301837174,0.0001524814514605809,0.012348338003981787,55.64191832049944,-0.12677925256408318,56.666666666666664,30
6,LSTM,extended,0.011365293997018796,0.0002561250168334198,0.0160039062991952,26.99448254502409,-0.171759067244597,73.33333333333333,30
7,LSTM,extended,0.021660171536049006,0.0005960490837988139,0.02441411648614002,46.546138422189,-0.5191724027539504,36.666666666666664,30
8,LSTM,extended,0.011243475221521606,0.0002483908825915234,0.015760421396381615,17.86956326239762,0.14874326293006446,73.33333333333333,30
9,LSTM,extended,0.008885629368913777,0.0005513769021518334,0.023481416101926934,16.3870318428915,-0.1792815391020437,56.666666666666664,30
10,LSTM,extended,0.008149587174688276,0.0001625415436366543,0.012749178155342182,19.754359374603883,-0.15529761223810512,66.66666666666666,30
11,LSTM,extended,0.010250915018696509,0.0001754551094792149,0.013245946907609697,26.11437002731341,-0.10477351031699911,56.666666666666664,30
12,LSTM,extended,0.015409397383822725,0.0004068052826734758,0.020169414534722513,43.926588578843436,0.05312495555130847,46.666666666666664,30
13,LSTM,extended,0.0053179928272216745,5.405092159427275e-05,0.007351933187555009,19.827687617025195,0.04446834994411386,66.66666666666666,30
14,LSTM,extended,0.009133482651623158,9.981574740811613e-05,0.0099907831228646,72.86897047477711,-0.8695267314022355,43.333333333333336,30
15,LSTM,extended,0.007389907680309145,0.00012921938985790377,0.011367470688675814,27.333001977000443,0.10441047711118112,83.33333333333334,30
16,LSTM,extended,0.007767246904216675,7.890507910955989e-05,0.00888285309512433,52.71851646324709,-1.422318186418181,50.0,30
17,LSTM,extended,0.008465495394793656,0.00029161726260426866,0.01707680481250133,68.6855002466847,0.02820433784941223,63.33333333333333,30
18,LSTM,extended,0.005924332190240003,5.3366042138333855e-05,0.0073052065089451,38.366405554304286,-0.25116261942888896,63.33333333333333,30
19,LSTM,extended,0.008113182835247996,0.00013540736437747726,0.011636467005817412,27.775370924298976,0.22718671039184213,60.0,30
20,LSTM,extended,0.010693856237284246,0.00014140710581604145,0.011891471978524838,61.80926191880351,-4.252368322747503,50.0,30
21,LSTM,extended,0.007308209513271394,9.3696709519623e-05,0.009679706065765788,29.429798800326008,0.13206537748182356,70.0,30
22,LSTM,extended,0.008109729584463028,0.00011562745883887932,0.010753020916880955,27.54132354017299,-0.12173902170606721,60.0,30
