fold,model_name,feature_set,MAE,RMSE,MAPE,n_test
1,MLP,base,0.03435157120281014,0.040617943192274845,58.995461102622635,30
2,MLP,base,0.032914909243608195,0.04682248214336738,89.39969601566632,30
3,MLP,base,0.23343171277296643,0.24464748815761747,708.4200593670985,30
4,MLP,base,0.030125092574385195,0.037007066326161304,103.32803525816323,30
5,MLP,base,0.013106020690048634,0.017757743993607886,34.04002907844578,30
6,MLP,base,0.02038619332926899,0.0282840437895852,57.6008068120117,30
7,MLP,base,0.11158101046058143,0.1193361365183698,354.0579796872504,30
8,MLP,base,0.020624138972967197,0.02600643020315556,87.52855224877644,30
9,MLP,base,0.04725631440218863,0.07074680733699437,246.80123526038798,30
10,MLP,base,0.010827324433721043,0.01424364090049342,52.76481564172057,30
11,MLP,base,0.012731249282044825,0.015635408497888456,130.7298339491962,30
12,MLP,base,0.02281141049606186,0.03041509505406427,168.6693507161561,30
13,MLP,base,0.012227293373490516,0.014572471254395184,59.78355663712044,30
14,MLP,base,0.021458013722118193,0.03082391607396954,72.40938768882441,30
15,MLP,base,0.05218229699665577,0.06693225928244036,208.1856567712253,30
16,MLP,base,0.006229588669993035,0.007855526810080756,37.87897030122843,30
17,MLP,base,0.010925763579708857,0.014114581248491848,48.25559676012884,30
18,MLP,base,0.015706027697639364,0.021647430694832895,71.36591861882879,30
19,MLP,base,0.008386999316760513,0.01079587133919481,50.14957570135405,30
1,LSTM,base,0.25848239286748415,0.2788081633605511,456.7548081508856,30
2,LSTM,base,0.011536488054823235,0.020157461996413013,22.35104035495521,30
3,LSTM,base,0.007104460603530879,0.011294766788821397,18.07073338549386,30
4,LSTM,base,0.008647941470109066,0.011481073164903365,27.232670663388152,30
5,LSTM,base,0.009150107738775162,0.0133398403024927,24.090143324962103,30
6,LSTM,base,0.012874076422797975,0.02093198962818058,35.48868709312448,30
7,LSTM,base,0.006420695710274328,0.0097342510132783,18.02523881638837,30
8,LSTM,base,0.012686489512655599,0.016067528886701044,70.17672807141993,30
9,LSTM,base,0.00781957404797797,0.010074416108659235,36.20748105489424,30
10,LSTM,base,0.00582774503571649,0.008917533233933106,27.589122836419534,30
11,LSTM,base,0.006921656428131046,0.007986822430091689,80.0681975876241,30
12,LSTM,base,0.007349997761811165,0.014341344742951822,32.378707125811644,30
13,LSTM,base,0.0078087654457981125,0.011131278004902908,32.78406933219181,30
14,LSTM,base,0.008841862530616479,0.013128879601427074,25.325738109385444,30
15,LSTM,base,0.004888291608268996,0.007071086449283203,17.181712341868103,30
16,LSTM,base,0.004561562392280967,0.0057058572510628215,31.07792879317348,30
17,LSTM,base,0.009200559783485624,0.013908290570053187,41.8178234834639,30
18,LSTM,base,0.008197204306451563,0.01059844269365785,40.53124666230004,30
19,LSTM,base,0.005338638088245753,0.0063472744973973845,43.945618155455605,30
1,MLP,extended,0.05020578687053217,0.05545492195969452,76.31623483036557,30
2,MLP,extended,0.019342257310303076,0.027354285116164924,38.874108898414164,30
3,MLP,extended,0.018108325723228416,0.023913468403992978,48.03510428576395,30
4,MLP,extended,0.0627973678901598,0.07340798765461655,215.6181835187985,30
5,MLP,extended,0.015674066295320973,0.020114954080202353,42.65625437707165,30
6,MLP,extended,0.01336779957963632,0.01998862844358535,34.83541989765618,30
7,MLP,extended,0.020730980243612477,0.02680581791546369,62.725234390328666,30
8,MLP,extended,0.016226990697607444,0.02219602744311856,65.27757342293968,30
9,MLP,extended,0.017412763673400493,0.021428345632902787,73.82398323336236,30
10,MLP,extended,0.010969318920521156,0.01381929064675832,45.27026403223057,30
11,MLP,extended,0.016972785235373145,0.021375236144290547,148.48359935777532,30
12,MLP,extended,0.04223521282201944,0.04886910760157425,255.0528203808558,30
13,MLP,extended,0.014735227819719856,0.018766764397879967,55.19494766722529,30
14,MLP,extended,0.024750821794554647,0.037280695038955376,84.47583701324108,30
15,MLP,extended,0.011901323935343006,0.015674974383145083,46.61994224824396,30
16,MLP,extended,0.0066740287561476205,0.007644259302875016,39.721158024059676,30
17,MLP,extended,0.031100307046703992,0.0356634266874863,160.04246553781903,30
18,MLP,extended,0.015143541720092564,0.019806565526646367,76.34375106214478,30
19,MLP,extended,0.007683594845795331,0.009611029032309835,48.370649378723066,30
1,LSTM,extended,0.049739408555810376,0.06425661796162291,84.71089495712512,30
2,LSTM,extended,0.01614877823045768,0.022691354116229984,37.633962388339334,30
3,LSTM,extended,0.011363407988640132,0.015924721211080788,25.738881151778685,30
4,LSTM,extended,0.008887267093693082,0.011275520581735206,28.64046588786346,30
5,LSTM,extended,0.008567501993578605,0.012289865463825283,23.245139465363366,30
6,LSTM,extended,0.012050219600631743,0.01861120854430527,36.632629691986715,30
7,LSTM,extended,0.005403633152689204,0.007516419511032001,15.90738593151659,30
