model_name,feature_set,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_MAPE,std_MAPE,n_folds
LSTM,base,0.009204950804539631,0.004847346002433855,0.015081616618483408,0.011667279904168397,29.989253266266676,13.782046243204638,22
LSTM,extended,0.018419426488726433,0.03230359486967878,0.026245112237086806,0.042167910061078874,71.29813567637042,144.06650785546233,22
