model_name,feature_set,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_MAPE,std_MAPE,n_folds
LSTM,base,0.008979678032281998,0.005154744242958376,0.01465813908353229,0.01181077560967867,28.920041106342854,11.6208805341066,22
LSTM,extended,0.009578156164535757,0.005064158617146193,0.015362841095896541,0.011516819907022236,31.829684957555276,15.78530488613163,22
