fold,model_name,feature_set,MAE,RMSE,MAPE,n_test
1,MLP,base,0.02030669935642918,0.025912687116015815,30.69079085807494,30
2,MLP,base,0.03750701854221252,0.05069830841398358,101.30574321176672,30
3,MLP,base,0.22090061358660376,0.23245972241520482,656.3511048893641,30
4,MLP,base,0.03036863533880176,0.037581417192705496,100.92892352629026,30
5,MLP,base,0.01250045540178802,0.01687943749716421,32.96166485749133,30
6,MLP,base,0.016597232989867462,0.02257725940036361,48.500803618245016,30
7,MLP,base,0.14604785982752785,0.15937229550497042,493.24967225329823,30
8,MLP,base,0.018517767927968554,0.02350995012418916,77.20456469095633,30
9,MLP,base,0.07793669390375574,0.106840093999324,386.31294964118365,30
10,MLP,base,0.007624193403971578,0.010187892244863841,36.90678005008346,30
11,MLP,base,0.007921201414306371,0.010542704473486056,73.7059418123645,30
12,MLP,base,0.016606623677236174,0.022674170224765793,96.0649479380222,30
13,MLP,base,0.015172530728891008,0.01830075765444339,69.93689991431134,30
14,MLP,base,0.03510252620233394,0.05175884843414449,128.13673718010472,30
15,MLP,base,0.041040424155390935,0.05127976953935765,167.35890690281204,30
16,MLP,base,0.006476941361637287,0.008067634414413952,37.585431744815004,30
17,MLP,base,0.010647734028285477,0.013604213887101061,45.43268581445921,30
18,MLP,base,0.00907346286730388,0.012482042403487515,41.3546503336125,30
19,MLP,base,0.009425127591683171,0.010904440928741583,59.525603568151865,30
1,LSTM,base,0.04940407039866826,0.06172426413237519,84.23620917423801,30
2,LSTM,base,0.01222756771826623,0.022511385154101966,20.70318920012944,30
3,LSTM,base,0.007052861788606603,0.011134445846151392,17.995962358768335,30
4,LSTM,base,0.008919818414084657,0.011356302122560018,28.76866847404889,30
5,LSTM,base,0.009573539306171806,0.013635632136711715,25.238021574181506,30
6,LSTM,base,0.012530853477043498,0.019928498846029884,37.094863196539016,30
7,LSTM,base,0.006599141573394045,0.008630576200853722,21.145412773189207,30
8,LSTM,base,0.009490667022848736,0.014294441739963562,48.51093709055851,30
