model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
MLP,extended,0.008025403340002079,0.009762492220911533,61.448906924202085,30,2024-08-23,2025-08-24,2025-08-25,2025-09-23
