model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.0073660720788005195,0.010857283440738809,24.206236627062523,30,2022-12-03,2024-12-01,2024-12-02,2024-12-31
