model_name,feature_set,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_MAPE,std_MAPE,n_folds
LSTM,extended,0.012100897376932561,0.007913284568339706,0.017552302475362606,0.014453281514667248,44.05006230194007,26.93437680686808,22
