model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.005780446658156862,0.006923152408470695,57.00822427441143,30,2023-08-22,2025-08-24,2025-08-25,2025-09-23
