model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.007750688405183009,0.01126062453374943,25.779844013588963,30,2022-11-29,2024-12-01,2024-12-02,2024-12-31
