model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,base,0.007827331794741103,0.010793487950943764,27.014251371366377,30,2022-12-03,2024-12-01,2024-12-02,2024-12-31
