model_name,feature_set,MAE,RMSE,MAPE,n_test,final_train_start_date,final_train_end_date,final_test_start_date,final_test_end_date
LSTM,extended,0.00835209266616253,0.011812619308412205,27.051458641954763,30,2022-11-28,2024-12-01,2024-12-02,2024-12-31
