fold,model_name,feature_set,MAE,RMSE,MAPE,n_test
1,LSTM,extended,0.008549921935394049,0.018559329299577036,22.437769697011028,30
2,LSTM,extended,0.007939176947084532,0.011903996698174827,29.8044120154916,30
3,LSTM,extended,0.02811678985765025,0.0657110908717492,23.638506584827248,30
4,LSTM,extended,0.009244867082258919,0.012234259350376604,44.14956624256191,30
5,LSTM,extended,0.010684713548883312,0.012458461999524172,55.5515516753188,30
6,LSTM,extended,0.01185055223036616,0.016567417337149316,27.955857037015036,30
7,LSTM,extended,0.019484066404820678,0.022816380743628288,41.15919667736671,30
8,LSTM,extended,0.011803109369582017,0.016408111159193696,18.778633161676066,30
9,LSTM,extended,0.008908102746551424,0.023476536085784407,16.362968640884283,30
10,LSTM,extended,0.008142983764281441,0.01288431222330706,19.449218874489407,30
11,LSTM,extended,0.01004441809695927,0.012949644698178369,25.195381117798966,30
12,LSTM,extended,0.01274275747390897,0.018114946863688305,33.07256578871923,30
13,LSTM,extended,0.005451707896146064,0.007407305011905712,20.20361243724251,30
14,LSTM,extended,0.01063509884571832,0.01178206422752953,87.97235378556779,30
15,LSTM,extended,0.007380112900574531,0.011246077143092153,27.743421802286893,30
16,LSTM,extended,0.007952622482374553,0.009036712287127048,54.09341564344169,30
17,LSTM,extended,0.008558201140259781,0.01705912031825497,70.61917007216076,30
18,LSTM,extended,0.005947963666294363,0.007345276511240337,38.62532638072773,30
19,LSTM,extended,0.00818588226317119,0.011959824065867045,27.638881913030776,30
20,LSTM,extended,0.010351430089331504,0.01144832358471956,59.788516052987326,30
21,LSTM,extended,0.006856487847444948,0.009352722721043656,26.884314952135114,30
22,LSTM,extended,0.008071209582181766,0.010716471526606734,27.396441602137212,30
