model_name,feature_set,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_MAPE,std_MAPE,n_folds
LSTM,extended,0.01031373528051082,0.004927523199302769,0.015974472033078092,0.011943209918019898,36.29641282522173,18.694429803234012,22
