fold,model_name,feature_set,MAE,RMSE,MAPE,n_test
1,MLP,base,0.017693945062536527,0.02700613277599395,24.358380367487893,30
2,MLP,base,0.012833654843397924,0.02138641485503626,23.99893975931918,30
3,MLP,base,0.007870855497519322,0.011619891563561146,20.782083279249157,30
4,MLP,base,0.00914896132600112,0.012915003722948199,27.553586117342732,30
5,MLP,base,0.009099195715820147,0.0135924505103013,23.782710024987093,30
6,MLP,base,0.010876417837625931,0.016857124665601235,28.501063079658984,30
7,MLP,base,0.10769875043356102,0.12411483072375049,324.9179722116571,30
8,MLP,base,0.01104615752741203,0.01782694121832119,38.86350247849216,30
9,MLP,base,2.3044546627382774,3.2108162748381677,13026.847912596319,30
10,MLP,base,0.007331419273200451,0.01006987046286555,33.995223353378876,30
11,MLP,base,0.0040197704923937054,0.004992868734495598,38.67535469951689,30
12,MLP,base,0.00941186584352228,0.013896574423569372,47.92651239501445,30
13,MLP,base,0.006752282517439869,0.008549276353582847,28.513179712578367,30
14,MLP,base,0.024037426038790728,0.03912743562474987,88.61333103745034,30
15,MLP,base,0.007703902422773194,0.010506594418189618,31.43103495253933,30
16,MLP,base,0.004800246742121742,0.005802440810849519,29.204786446932797,30
17,MLP,base,0.006827209572996275,0.010551708424156208,26.652023809325204,30
18,MLP,base,0.024073881613401495,0.029608318470416593,111.75317555232802,30
19,MLP,base,0.5028972512652552,0.6224955760953634,3743.3826555970577,30
1,LSTM,base,0.25848244099061957,0.278808212742471,456.75489465063504,30
2,LSTM,base,0.011536487098172243,0.020157463462484114,22.351034058215014,30
3,LSTM,base,0.007104459666874026,0.01129476799177843,18.070732118497848,30
4,LSTM,base,0.008647941945500207,0.011481074233932057,27.232672219534663,30
5,LSTM,base,0.00915010609420992,0.013339838726255196,24.090139467761194,30
6,LSTM,base,0.012874074865174836,0.020931988190903427,35.48868206903633,30
7,LSTM,base,0.0064206961235424055,0.009734251134352934,18.025238584881755,30
8,LSTM,base,0.012686486078187793,0.016067525736788872,70.17670622364668,30
9,LSTM,base,0.007819576569801328,0.010074418617341482,36.20749153135201,30
10,LSTM,base,0.005827744488093148,0.00891753289719011,27.589116797815876,30
11,LSTM,base,0.0069216556761978985,0.007986821279557752,80.06818768042673,30
12,LSTM,base,0.007349997718069447,0.014341344086286774,32.37870873821353,30
13,LSTM,base,0.007808764678380414,0.011131277690359643,32.784067611158676,30
14,LSTM,base,0.008841863429222604,0.013128881088700537,25.325739729723168,30
15,LSTM,base,0.0048882915371315505,0.007071086691693264,17.181711050127838,30
16,LSTM,base,0.004561563291092859,0.005705858117862543,31.077936841269626,30
17,LSTM,base,0.009200562415624312,0.013908289947949964,41.817837906082275,30
18,LSTM,base,0.008197204882014988,0.010598444137656201,40.53124753528132,30
19,LSTM,base,0.0053386384987707996,0.006347274645115063,43.94562167006277,30
1,MLP,extended,0.04480974037479857,0.052029226010286075,65.27293642509801,30
2,MLP,extended,0.07903574929848042,0.10960771477154858,206.9068335385945,30
3,MLP,extended,0.08460406617446785,0.14872734996026357,267.80223490633733,30
4,MLP,extended,0.09436574802209484,0.11401501905923576,325.6129389361848,30
5,MLP,extended,0.03256092212019065,0.04337338214271356,99.97866695696129,30
6,MLP,extended,0.02005161804213766,0.03297626416998723,53.04549589120933,30
7,MLP,extended,0.04394893328258406,0.05216752945687719,129.40385107602214,30
8,MLP,extended,0.011262676476067619,0.016594257968638823,41.47877335871139,30
9,MLP,extended,0.02224067778276292,0.0366970083514488,118.09273927438679,30
10,MLP,extended,0.02095322721496077,0.027324990098735884,95.94180156397702,30
11,MLP,extended,0.5607768775853311,0.6751860865787886,4448.76703352752,30
12,MLP,extended,0.07146741038904951,0.10109407355129607,454.03792457113985,30
13,MLP,extended,2.1211727793084103,2.773061161571589,9345.352370523928,30
14,MLP,extended,0.023965375120477105,0.03456784597528178,76.62027954007395,30
15,MLP,extended,0.5957515191369755,0.7473835974780478,2451.1474540896306,30
16,MLP,extended,0.008126914476467377,0.010955906407297811,42.940214269142615,30
17,MLP,extended,0.01441127812515422,0.018391488855307964,64.1757345971064,30
18,MLP,extended,0.010368460983370036,0.014231066598961423,57.68992387328819,30
19,MLP,extended,0.01664221424807332,0.02185050489859473,109.84460125495164,30
1,LSTM,extended,0.049739415298776804,0.0642566283498886,84.71090647860319,30
2,LSTM,extended,0.01614877313518325,0.022691350582825055,37.63394786134476,30
3,LSTM,extended,0.01136340919223866,0.015924723056885224,25.738883915800315,30
4,LSTM,extended,0.00888726206512051,0.01127551740095614,28.640440510825755,30
5,LSTM,extended,0.008567502844879693,0.012289866644562759,23.245143771725317,30
6,LSTM,extended,0.01205022033572176,0.018611207412984894,36.63263526950428,30
7,LSTM,extended,0.005403634181945944,0.007516419564142093,15.907388146656299,30
8,LSTM,extended,0.017028240954048667,0.020090635861183412,96.9580038413921,30
9,LSTM,extended,0.007356536428456602,0.010241665529853686,32.66432883005893,30
10,LSTM,extended,0.013451894009815429,0.02071926420068698,66.16136617424921,30
11,LSTM,extended,0.00603606253001559,0.00711463621210981,67.96708592330698,30
12,LSTM,extended,0.00801639106956088,0.014414866571957934,38.479047349115206,30
13,LSTM,extended,0.010946627424027166,0.013788619602467578,60.68135089793514,30
14,LSTM,extended,0.009331708703227214,0.01276832977838842,33.51540048896478,30
15,LSTM,extended,0.005540371826547109,0.007637290315342034,19.233020760920724,30
16,LSTM,extended,0.004042610961369655,0.0052821937954479255,27.574478940422193,30
17,LSTM,extended,0.00930323331587646,0.014081219392919437,41.92226828004957,30
18,LSTM,extended,0.007338000182327206,0.010979294106072525,31.78461928985321,30
19,LSTM,extended,0.005662443768486214,0.00676231165573644,47.25430474120106,30
